root_id,score,step,odor_identity,side,super_class,cell_class,cell_type,hemibrain_type,top_nt,abs_score
720575940608152021,0.00011211185,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00011211185
720575940634839487,0.000112054666,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.000112054666
720575940619705983,0.00011192397,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00011192397
720575940607809547,0.00011180147,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00011180147
720575940615892966,0.0001116626,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.0001116626
720575940631792440,0.00011151557,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00011151557
720575940626733693,0.00011149921,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00011149921
720575940626689176,0.000111017296,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.000111017296
720575940624593132,0.00011052717,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00011052717
720575940619260737,0.00011048633,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00011048633
720575940606687499,0.000110306646,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.000110306646
720575940615885661,0.0001098982,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.0001098982
720575940621017840,0.00010975934,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010975934
720575940620354241,0.00010962865,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010962865
720575940626326952,0.00010942443,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010942443
720575940617696769,0.000109375425,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-d,KCg-d,dopamine,0.000109375425
720575940612450730,0.00010899966,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010899966
720575940636272862,0.00010880366,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00010880366
720575940638053693,0.00010875465,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010875465
720575940617038337,0.00010867294,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010867294
720575940621178206,0.000108542255,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.000108542255
720575940616589888,0.00010851772,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010851772
720575940609405646,0.000108395216,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.000108395216
720575940616438085,0.0001082482,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.0001082482
720575940646602372,0.00010810114,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010810114
720575940631575599,0.000108068474,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.000108068474
720575940623008440,0.00010766006,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010766006
720575940619412596,0.000107643726,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.000107643726
720575940637733702,0.00010705559,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010705559
720575940631665721,0.00010690855,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010690855
720575940607792139,0.000106826854,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.000106826854
720575940615409625,0.0001067697,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.0001067697
720575940624644739,0.00010663899,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010663899
720575940615897245,0.00010629591,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010629591
720575940622727572,0.00010626325,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00010626325
720575940620196336,0.000106189735,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.000106189735
720575940623879312,0.00010565064,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00010565064
720575940637826623,0.000105601604,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.000105601604
720575940632930458,0.00010529938,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010529938
720575940623943572,0.00010503798,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00010503798
720575940638992829,0.00010480112,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00010480112
720575940610617317,0.00010456422,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00010456422
720575940606331996,0.000104490704,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.000104490704
720575940621174960,0.00010448253,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010448253
720575940623032781,0.00010382906,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010382906
720575940624085739,0.000103804545,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.000103804545
720575940620187305,0.000103404294,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.000103404294
720575940624570917,0.000103093895,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.000103093895
720575940624024555,0.000103004044,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.000103004044
720575940626464901,0.00010298771,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00010298771
720575940622387677,0.0001028325,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.0001028325
720575940603882720,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940606433713,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00010264964
720575940606909195,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940608456715,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940608525763,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940610529656,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00010264964
720575940610618341,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010264964
720575940611696042,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940611760021,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940612435454,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010264964
720575940612690338,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940616208965,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00010264964
720575940616711254,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940617165661,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00010264964
720575940618226085,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00010264964
720575940621288225,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00010264964
720575940621475085,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00010264964
720575940621708638,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010264964
720575940621966827,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00010264964
720575940622353622,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00010264964
720575940624044873,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940624125584,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00010264964
720575940624158650,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00010264964
720575940624229322,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010264964
720575940624663427,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00010264964
720575940624851864,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940625377688,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00010264964
720575940625537822,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940625871741,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00010264964
720575940626497811,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00010264964
720575940626793502,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00010264964
720575940626975899,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00010264964
720575940627859688,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010264964
720575940627985402,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00010264964
720575940628491792,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940628536055,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,dopamine,0.00010264964
720575940629263975,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940629322746,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.00010264964
720575940629498306,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940630987091,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00010264964
720575940632172770,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00010264964
720575940633040223,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00010264964
720575940635659486,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00010264964
720575940636302711,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,dopamine,0.00010264964
720575940636547561,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00010264964
720575940636685894,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00010264964
720575940639543715,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00010264964
720575940639684440,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00010264964
720575940640487669,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940641360091,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00010264964
720575940650519542,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010264964
720575940652837793,0.00010264964,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940658321793,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010264964
720575940659763329,0.00010264964,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010264964
720575940618359745,0.00010258746,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010258746
720575940621228894,0.000102505765,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.000102505765
720575940614495093,0.0001024731,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.0001024731
720575940636302711,0.00010226888,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,dopamine,0.00010226888
720575940608158677,0.00010208101,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010208101
720575940638467200,0.00010190948,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010190948
720575940622646980,0.00010178695,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,0.00010178695
720575940629620239,0.00010171345,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010171345
720575940625957800,0.000101672595,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.000101672595
720575940619842580,0.000101599064,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,dopamine,0.000101599064
720575940606968962,0.00010155007,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010155007
720575940624229322,0.00010144388,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,0.00010144388
720575940609153746,0.00010132953,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.00010132953
720575940659323009,0.00010128051,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.00010128051
720575940610214769,0.000100888436,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,0.000100888436
720575940617026305,0.000100831254,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.000100831254
720575940616589142,0.000100112426,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,0.000100112426
720575940645828740,0.000100112426,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,0.000100112426
720575940620230497,9.985919e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,9.985919e-05
720575940615847005,9.973668e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.973668e-05
720575940610137050,9.963049e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,9.963049e-05
720575940614027059,9.95978e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,9.95978e-05
720575940626937630,9.9377256e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,9.9377256e-05
720575940630114108,9.930374e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.930374e-05
720575940636547561,9.9246565e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,9.9246565e-05
720575940636447630,9.902603e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,9.902603e-05
720575940630906179,9.892799e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.892799e-05
720575940621786295,9.847058e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,9.847058e-05
720575940607177739,9.807848e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,9.807848e-05
720575940611400050,9.804581e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.804581e-05
720575940622278157,9.772726e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.772726e-05
720575940611102578,9.750668e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,9.750668e-05
720575940643128356,9.742501e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,9.742501e-05
720575940658489473,9.725347e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,9.725347e-05
720575940639057085,9.7130935e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.7130935e-05
720575940621358472,9.671434e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.671434e-05
720575940627869928,9.6461124e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.6461124e-05
720575940639554675,9.642027e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.642027e-05
720575940625942590,9.624875e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.624875e-05
720575940603984486,9.6199736e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,9.6199736e-05
720575940625724072,9.610988e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.610988e-05
720575940622558941,9.602002e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.602002e-05
720575940627988474,9.584034e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,9.584034e-05
720575940630521145,9.517868e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,dopamine,9.517868e-05
720575940629148672,9.5080664e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,9.5080664e-05
720575940637055797,9.4696734e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,9.4696734e-05
720575940628304578,9.459054e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.459054e-05
720575940620889302,9.447618e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,9.447618e-05
720575940617165661,9.37002e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,9.37002e-05
720575940622673703,9.329177e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,9.329177e-05
720575940605451552,9.283433e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,9.283433e-05
720575940604126129,9.249127e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.249127e-05
720575940616547648,9.24014e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,9.24014e-05
720575940625484602,9.236057e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.236057e-05
720575940628060166,9.232791e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,9.232791e-05
720575940629633406,9.232789e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,9.232789e-05
720575940604626912,9.2262555e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,9.2262555e-05
720575940615894173,9.211552e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,9.211552e-05
720575940654643617,9.210735e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,9.210735e-05
720575940634154140,9.194398e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.194398e-05
720575940617873728,9.194397e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.194397e-05
720575940616569227,9.1707094e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.1707094e-05
720575940636698798,9.151105e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.151105e-05
720575940621351876,9.150287e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,9.150287e-05
720575940624884920,9.13722e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.13722e-05
720575940628593884,9.133952e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,9.133952e-05
720575940638962851,9.117614e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,9.117614e-05
720575940636381541,9.096376e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,9.096376e-05
720575940609940373,9.074322e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,9.074322e-05
720575940635541623,9.066154e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,9.066154e-05
720575940625994728,9.062886e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.062886e-05
720575940614909579,9.053899e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,9.053899e-05
720575940625681171,9.050633e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,9.050633e-05
720575940614925963,9.0293965e-05,2,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,9.0293965e-05
720575940636294110,9.009792e-05,2,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-m,dopamine,9.009792e-05
720575940603084972,8.981844e-05,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,8.981844e-05
720575940603174368,8.981844e-05,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCapbp-ap2,KCa'b'-ap2,dopamine,8.981844e-05
720575940605597216,8.981844e-05,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,8.981844e-05
720575940607030281,8.981844e-05,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-s,dopamine,8.981844e-05
720575940607177739,8.981844e-05,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,8.981844e-05
720575940608184156,8.981844e-05,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,8.981844e-05
720575940609347448,8.981844e-05,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,8.981844e-05
720575940609651554,8.981844e-05,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,8.981844e-05
720575940609950869,8.981844e-05,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,8.981844e-05
720575940610347929,8.981844e-05,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-c,dopamine,8.981844e-05
720575940610393842,8.981844e-05,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-c,dopamine,8.981844e-05
720575940611102578,8.981844e-05,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCab,KCab-s,dopamine,8.981844e-05
720575940611400050,8.981844e-05,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,8.981844e-05
720575940612664482,8.981844e-05,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,8.981844e-05
720575940612766102,8.981844e-05,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCapbp-m,KCa'b'-m,dopamine,8.981844e-05
720575940613684906,8.981844e-05,1,MCH_4-methylcyclohexanol,right,central,Kenyon_Cell,KCab,KCab-m,dopamine,8.981844e-05
720575940613784386,8.981844e-05,1,MCH_4-methylcyclohexanol,left,central,Kenyon_Cell,KCg-m,KCg-m,dopamine,8.981844e-05
