odor_identity,glomerulus,relative_weight,neuron_role,root_id,side,cell_class,cell_type,hemibrain_type,top_nt,seed_weight,selection_status
OCT_3-octanol,DM2,0.65,ORN,720575940639024462,right,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940641039067,right,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940649134969,right,olfactory,ORN_DM2,ORN_DM2,acetylcholine,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940654194337,right,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,ORN,720575940655010209,right,olfactory,ORN_DM2,ORN_DM2,serotonin,0.012037037037037037,selected
OCT_3-octanol,DM2,0.65,PN,720575940630024566,left,ALPN,DM2_lPN,DM2_lPN,acetylcholine,0.1625,selected
OCT_3-octanol,DM2,0.65,PN,720575940638633535,left,ALPN,DM2_lPN,DM2_lPN,acetylcholine,0.1625,selected
OCT_3-octanol,DM2,0.65,PN,720575940637628762,right,ALPN,DM2_lPN,DM2_lPN,acetylcholine,0.1625,selected
OCT_3-octanol,DM2,0.65,PN,720575940638624189,right,ALPN,DM2_lPN,DM2_lPN,acetylcholine,0.1625,selected
OCT_3-octanol,DM3,0.55,ORN,720575940604876977,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940611177386,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940611637418,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940613860754,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940614610630,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940614726546,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940616581981,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940618701703,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940620685889,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940622540713,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940623808509,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940624210407,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940624975909,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940625539786,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940628674686,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940628822906,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940628994524,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940629452670,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940629724247,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940630141558,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940630569815,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940630971434,left,olfactory,ORN_DM3,ORN_DM3,dopamine,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940631429165,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940632482349,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940632576482,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940632824531,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940633850593,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940636883034,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940641282523,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940643396768,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940643931336,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940646672260,left,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940611916274,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940615578054,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940616360633,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940619454656,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940620109550,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940621204556,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940621282774,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940622540969,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940623059347,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940623457609,right,olfactory,ORN_DM3,ORN_DM3,acetylcholine,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940625283770,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940626730058,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940627157135,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940628303183,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940628358406,right,olfactory,ORN_DM3,ORN_DM3,acetylcholine,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940628823674,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940629842681,right,olfactory,ORN_DM3,ORN_DM3,acetylcholine,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940630645067,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940630869522,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940631166535,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940631983330,right,olfactory,ORN_DM3,ORN_DM3,acetylcholine,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940632002152,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940634703987,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940634706035,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940635126452,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940643407520,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940646221108,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940646484020,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,ORN,720575940649434489,right,olfactory,ORN_DM3,ORN_DM3,serotonin,0.009016393442622951,selected
OCT_3-octanol,DM3,0.55,PN,720575940614727903,left,ALPN,DM3_adPN,DM3_adPN,acetylcholine,0.1375,selected
OCT_3-octanol,DM3,0.55,PN,720575940626959134,left,ALPN,DM3_vPN,DM3_vPN,gaba,0.1375,selected
OCT_3-octanol,DM3,0.55,PN,720575940630549370,right,ALPN,DM3_adPN,DM3_adPN,acetylcholine,0.1375,selected
OCT_3-octanol,DM3,0.55,PN,720575940640835672,right,ALPN,DM3_vPN,DM3_vPN,gaba,0.1375,selected
OCT_3-octanol,DL3,0.5,ORN,720575940608277771,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940608615363,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940609867310,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940613403390,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940615093398,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940619304212,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940619367083,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940619558235,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940619973211,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940620255092,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940621082138,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940621399462,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940621914392,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940623071270,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940624694078,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940625176250,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940625420290,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940626162707,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940626279557,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940626501458,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940626996632,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940627159704,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940627820035,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940628277327,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940628398791,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940628835840,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940629020675,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940630014917,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940630679749,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940632437971,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940634761208,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940634987000,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940635618734,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940636227696,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940637965621,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940639089571,left,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940645559662,na,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940605266865,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940613686674,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940613858922,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940614410719,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940616364545,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940619755457,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940620167083,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940620348342,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940620537264,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940620673776,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940621132969,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940621374633,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940622333027,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940623257597,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940623925180,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940624711216,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940626583059,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940626680453,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940626872593,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940626979271,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940627251786,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940627820649,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940628164907,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940628280911,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940628790784,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940629274935,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940629853015,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940629904748,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940630033962,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940630370379,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940630852138,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940630990732,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940631321675,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940631544740,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940631932108,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940632570593,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940633940761,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940636388750,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940639564496,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940640113616,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940644221038,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,ORN,720575940644746606,right,olfactory,ORN_DL3,ORN_DL3,serotonin,0.006329113924050633,selected
OCT_3-octanol,DL3,0.5,PN,720575940619807397,left,ALPN,DL3_lPN,DL3_lPN,acetylcholine,0.05,selected
OCT_3-octanol,DL3,0.5,PN,720575940620638335,left,ALPN,DL3_lPN,DL3_lPN,acetylcholine,0.05,selected
OCT_3-octanol,DL3,0.5,PN,720575940621926669,left,ALPN,DL3_lPN,DL3_lPN,acetylcholine,0.05,selected
OCT_3-octanol,DL3,0.5,PN,720575940627353426,left,ALPN,DL3_lPN,DL3_lPN,acetylcholine,0.05,selected
OCT_3-octanol,DL3,0.5,PN,720575940630778428,left,ALPN,DL3_lPN,DL3_lPN,acetylcholine,0.05,selected
OCT_3-octanol,DL3,0.5,PN,720575940615255993,right,ALPN,DL3_lPN,DL3_lPN,acetylcholine,0.05,selected
OCT_3-octanol,DL3,0.5,PN,720575940621203632,right,ALPN,DL3_lPN,DL3_lPN,acetylcholine,0.05,selected
OCT_3-octanol,DL3,0.5,PN,720575940628882450,right,ALPN,DL3_lPN,DL3_lPN,acetylcholine,0.05,selected
OCT_3-octanol,DL3,0.5,PN,720575940634710629,right,ALPN,DL3_lPN,DL3_lPN,acetylcholine,0.05,selected
OCT_3-octanol,DL3,0.5,PN,720575940635604581,right,ALPN,DL3_lPN,DL3_lPN,acetylcholine,0.05,selected
OCT_3-octanol,VA2,0.45,ORN,720575940606108862,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940610999794,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940611369938,left,olfactory,ORN_VA2,ORN_VA2,acetylcholine,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940614257986,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940614833567,left,olfactory,ORN_VA2,ORN_VA2,acetylcholine,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940616486795,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940617681822,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940618512331,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940619093524,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940620028080,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940620319329,left,olfactory,ORN_VA2,ORN_VA2,acetylcholine,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940620572933,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940620822049,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940622833577,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940623482355,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940625757053,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940626530564,left,olfactory,ORN_VA2,ORN_VA2,acetylcholine,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940626571592,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940626879484,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940627737073,left,olfactory,ORN_VA2,ORN_VA2,acetylcholine,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940629232492,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940631174431,left,olfactory,ORN_VA2,ORN_VA2,acetylcholine,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940631203896,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940632315106,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940632356066,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940634530155,left,olfactory,ORN_VA2,ORN_VA2,acetylcholine,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940636052080,left,olfactory,ORN_VA2,ORN_VA2,acetylcholine,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940638852736,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940639448528,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940640027637,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940641372112,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940644076398,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940646142004,left,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940646540910,left,olfactory,ORN_VA2,ORN_VA2,acetylcholine,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940605834626,right,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940607811420,right,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940610922202,right,olfactory,ORN_VA2,ORN_VA2,acetylcholine,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940611218418,right,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
OCT_3-octanol,VA2,0.45,ORN,720575940611237034,right,olfactory,ORN_VA2,ORN_VA2,serotonin,0.006716417910447761,selected
